Orthogroup	C_sinensis_GCF_004153795.1_AHAU_CSS_1_protein	ptanmaker17.all.maker.proteins	uniprot-monotropa+hypopitys	uniprot-vaccinium+corymbosum	Total
OG0006236	4	0	0	0	4
OG0006237	4	0	0	0	4
OG0006238	4	0	0	0	4
OG0006239	4	0	0	0	4
OG0006240	4	0	0	0	4
OG0006241	4	0	0	0	4
OG0006242	3	1	0	0	4
OG0006243	4	0	0	0	4
OG0006244	3	1	0	0	4
OG0006245	3	1	0	0	4
OG0006246	4	0	0	0	4
OG0006247	4	0	0	0	4
OG0006248	4	0	0	0	4
OG0006249	1	3	0	0	4
OG0006250	4	0	0	0	4
OG0006251	1	3	0	0	4
OG0006252	3	1	0	0	4
OG0006253	4	0	0	0	4
OG0006254	4	0	0	0	4
OG0006255	4	0	0	0	4
OG0006256	3	1	0	0	4
OG0006257	1	3	0	0	4
OG0006258	4	0	0	0	4
OG0006259	4	0	0	0	4
OG0006260	3	1	0	0	4
OG0006261	4	0	0	0	4
OG0006262	1	3	0	0	4
OG0006263	4	0	0	0	4
OG0006264	4	0	0	0	4
OG0006265	4	0	0	0	4
OG0006266	4	0	0	0	4
OG0006267	4	0	0	0	4
OG0006268	4	0	0	0	4
OG0006269	4	0	0	0	4
OG0006270	4	0	0	0	4
OG0006271	4	0	0	0	4
OG0006272	1	3	0	0	4
OG0006273	3	1	0	0	4
OG0006274	3	1	0	0	4
OG0006275	4	0	0	0	4
OG0006276	4	0	0	0	4
OG0006277	3	0	1	0	4
OG0006278	3	1	0	0	4
OG0006279	4	0	0	0	4
OG0006280	4	0	0	0	4
OG0006281	4	0	0	0	4
OG0006282	4	0	0	0	4
OG0006283	4	0	0	0	4
OG0006284	3	1	0	0	4
OG0006285	3	1	0	0	4
OG0006286	3	1	0	0	4
OG0006287	4	0	0	0	4
OG0006288	4	0	0	0	4
OG0006289	4	0	0	0	4
OG0006290	4	0	0	0	4
OG0006291	4	0	0	0	4
OG0006292	4	0	0	0	4
OG0006293	3	1	0	0	4
OG0006294	4	0	0	0	4
OG0006295	4	0	0	0	4
OG0006296	4	0	0	0	4
OG0006297	4	0	0	0	4
OG0006298	3	1	0	0	4
OG0006299	1	3	0	0	4
OG0006300	4	0	0	0	4
OG0006301	4	0	0	0	4
OG0006302	4	0	0	0	4
OG0006303	4	0	0	0	4
OG0006304	4	0	0	0	4
OG0006305	1	3	0	0	4
OG0006306	3	1	0	0	4
OG0006307	3	1	0	0	4
OG0006308	4	0	0	0	4
OG0006309	4	0	0	0	4
OG0006310	1	3	0	0	4
OG0006311	3	1	0	0	4
OG0006312	4	0	0	0	4
OG0006313	4	0	0	0	4
OG0006314	3	1	0	0	4
OG0006315	4	0	0	0	4
OG0006316	1	3	0	0	4
OG0006317	4	0	0	0	4
OG0006318	4	0	0	0	4
OG0006319	3	1	0	0	4
OG0006320	1	3	0	0	4
OG0006321	4	0	0	0	4
OG0006322	4	0	0	0	4
OG0006323	3	1	0	0	4
OG0006324	4	0	0	0	4
OG0006325	4	0	0	0	4
OG0006326	1	3	0	0	4
OG0006327	1	3	0	0	4
OG0006328	3	1	0	0	4
OG0006329	4	0	0	0	4
OG0006330	4	0	0	0	4
OG0006331	4	0	0	0	4
OG0006332	1	3	0	0	4
OG0006333	4	0	0	0	4
OG0006334	0	4	0	0	4
OG0006335	0	4	0	0	4
OG0006336	0	4	0	0	4
OG0006337	0	4	0	0	4
OG0006338	0	4	0	0	4
OG0006339	0	4	0	0	4
OG0006340	0	4	0	0	4
OG0006341	0	4	0	0	4
OG0006342	0	4	0	0	4
OG0006343	0	4	0	0	4
OG0006344	0	4	0	0	4
OG0006345	0	4	0	0	4
OG0006346	0	4	0	0	4
OG0006347	0	4	0	0	4
OG0006348	0	4	0	0	4
OG0006349	0	4	0	0	4
OG0006350	0	4	0	0	4
OG0006351	0	4	0	0	4
OG0006352	0	4	0	0	4
OG0006353	0	4	0	0	4
OG0006354	0	4	0	0	4
OG0006355	0	4	0	0	4
OG0006356	0	4	0	0	4
OG0006357	0	4	0	0	4
OG0006358	0	4	0	0	4
OG0006359	0	4	0	0	4
OG0006360	0	4	0	0	4
OG0006361	0	4	0	0	4
OG0006362	0	4	0	0	4
OG0006363	0	4	0	0	4
OG0006364	0	4	0	0	4
OG0006365	0	4	0	0	4
OG0006366	0	4	0	0	4
OG0006367	0	4	0	0	4
OG0006368	0	4	0	0	4
OG0006369	0	4	0	0	4
OG0006370	0	4	0	0	4
OG0006371	0	4	0	0	4
OG0006372	0	4	0	0	4
OG0006373	0	4	0	0	4
OG0006374	0	4	0	0	4
OG0006375	0	4	0	0	4
OG0006376	0	4	0	0	4
OG0006377	0	4	0	0	4
OG0006378	0	4	0	0	4
OG0006379	0	4	0	0	4
OG0006380	0	4	0	0	4
OG0006381	0	4	0	0	4
OG0006382	0	4	0	0	4
OG0006383	0	4	0	0	4
OG0006384	0	4	0	0	4
OG0006385	0	4	0	0	4
OG0006386	0	4	0	0	4
OG0006387	0	4	0	0	4
OG0006388	0	4	0	0	4
OG0006389	0	4	0	0	4
OG0006390	0	4	0	0	4
OG0006391	0	4	0	0	4
OG0006392	0	4	0	0	4
OG0006393	0	4	0	0	4
OG0006394	0	4	0	0	4
OG0006395	0	4	0	0	4
OG0006396	0	4	0	0	4
OG0006397	0	4	0	0	4
OG0006398	0	4	0	0	4
OG0006399	0	4	0	0	4
OG0006400	0	4	0	0	4
OG0006401	0	4	0	0	4
OG0006402	0	4	0	0	4
OG0006403	0	4	0	0	4
OG0006404	0	4	0	0	4
OG0006405	0	4	0	0	4
OG0006406	0	4	0	0	4
OG0006407	0	4	0	0	4
OG0006408	0	4	0	0	4
OG0006409	0	4	0	0	4
OG0006410	0	4	0	0	4
OG0006411	0	4	0	0	4
OG0006412	0	4	0	0	4
OG0006413	0	4	0	0	4
OG0006414	0	4	0	0	4
OG0006415	0	4	0	0	4
OG0006416	0	4	0	0	4
OG0006417	0	4	0	0	4
OG0006418	0	4	0	0	4
OG0006419	0	4	0	0	4
OG0006420	0	4	0	0	4
OG0006421	0	4	0	0	4
OG0006422	0	4	0	0	4
OG0006423	0	4	0	0	4
OG0006424	0	4	0	0	4
OG0006425	0	4	0	0	4
OG0006426	0	4	0	0	4
OG0006427	0	4	0	0	4
OG0006428	0	4	0	0	4
OG0006429	0	4	0	0	4
OG0006430	0	4	0	0	4
OG0006431	0	4	0	0	4
OG0006432	0	4	0	0	4
OG0006433	0	4	0	0	4
OG0006434	0	4	0	0	4
OG0006435	0	4	0	0	4
OG0006436	0	4	0	0	4
OG0006437	0	4	0	0	4
OG0006438	0	4	0	0	4
OG0006439	0	4	0	0	4
OG0006440	0	4	0	0	4
OG0006441	0	4	0	0	4
OG0006442	0	4	0	0	4
OG0006443	0	4	0	0	4
OG0006444	0	4	0	0	4
OG0006445	0	4	0	0	4
OG0006446	0	4	0	0	4
OG0006447	0	4	0	0	4
OG0006448	0	4	0	0	4
OG0006449	0	4	0	0	4
OG0006450	0	4	0	0	4
OG0006451	0	4	0	0	4
OG0006452	0	4	0	0	4
OG0006453	0	4	0	0	4
OG0006454	0	4	0	0	4
OG0006455	0	4	0	0	4
OG0006456	0	4	0	0	4
OG0006457	0	4	0	0	4
OG0006458	0	4	0	0	4
OG0006459	0	4	0	0	4
OG0006460	0	4	0	0	4
OG0006461	0	4	0	0	4
OG0006462	0	4	0	0	4
OG0006463	0	4	0	0	4
OG0006464	0	4	0	0	4
OG0006465	0	4	0	0	4
OG0006466	0	4	0	0	4
OG0006467	0	4	0	0	4
OG0006468	0	4	0	0	4
OG0006469	0	4	0	0	4
OG0006470	0	4	0	0	4
OG0006471	0	4	0	0	4
OG0006472	0	4	0	0	4
OG0006473	0	4	0	0	4
OG0006474	0	4	0	0	4
OG0006475	0	4	0	0	4
OG0006476	0	4	0	0	4
OG0006477	0	4	0	0	4
OG0006478	0	4	0	0	4
OG0006479	0	4	0	0	4
OG0006480	0	4	0	0	4
OG0006481	0	4	0	0	4
OG0006482	0	4	0	0	4
OG0006483	0	4	0	0	4
OG0006484	0	0	4	0	4
OG0006485	0	0	0	4	4
OG0006486	3	0	0	0	3
OG0006487	3	0	0	0	3
OG0006488	3	0	0	0	3
OG0006489	3	0	0	0	3
OG0006490	3	0	0	0	3
OG0006491	3	0	0	0	3
OG0006492	3	0	0	0	3
OG0006493	3	0	0	0	3
OG0006494	3	0	0	0	3
OG0006495	3	0	0	0	3
OG0006496	3	0	0	0	3
OG0006497	3	0	0	0	3
OG0006498	3	0	0	0	3
OG0006499	3	0	0	0	3
OG0006500	3	0	0	0	3
OG0006501	3	0	0	0	3
OG0006502	3	0	0	0	3
OG0006503	2	1	0	0	3
OG0006504	3	0	0	0	3
OG0006505	1	2	0	0	3
OG0006506	3	0	0	0	3
OG0006507	3	0	0	0	3
OG0006508	2	1	0	0	3
OG0006509	2	1	0	0	3
OG0006510	3	0	0	0	3
OG0006511	3	0	0	0	3
OG0006512	3	0	0	0	3
OG0006513	2	1	0	0	3
OG0006514	3	0	0	0	3
OG0006515	3	0	0	0	3
OG0006516	3	0	0	0	3
OG0006517	3	0	0	0	3
OG0006518	3	0	0	0	3
OG0006519	3	0	0	0	3
OG0006520	3	0	0	0	3
OG0006521	3	0	0	0	3
OG0006522	3	0	0	0	3
OG0006523	3	0	0	0	3
OG0006524	3	0	0	0	3
OG0006525	3	0	0	0	3
OG0006526	3	0	0	0	3
OG0006527	3	0	0	0	3
OG0006528	3	0	0	0	3
OG0006529	3	0	0	0	3
OG0006530	2	1	0	0	3
OG0006531	3	0	0	0	3
OG0006532	3	0	0	0	3
OG0006533	3	0	0	0	3
OG0006534	3	0	0	0	3
OG0006535	1	2	0	0	3
OG0006536	1	2	0	0	3
OG0006537	3	0	0	0	3
OG0006538	3	0	0	0	3
OG0006539	3	0	0	0	3
OG0006540	3	0	0	0	3
OG0006541	3	0	0	0	3
OG0006542	2	1	0	0	3
OG0006543	2	1	0	0	3
OG0006544	3	0	0	0	3
OG0006545	3	0	0	0	3
OG0006546	2	1	0	0	3
OG0006547	1	2	0	0	3
OG0006548	3	0	0	0	3
OG0006549	3	0	0	0	3
OG0006550	2	1	0	0	3
OG0006551	2	1	0	0	3
OG0006552	3	0	0	0	3
OG0006553	3	0	0	0	3
OG0006554	3	0	0	0	3
OG0006555	3	0	0	0	3
OG0006556	3	0	0	0	3
OG0006557	3	0	0	0	3
OG0006558	3	0	0	0	3
OG0006559	3	0	0	0	3
OG0006560	3	0	0	0	3
OG0006561	3	0	0	0	3
OG0006562	3	0	0	0	3
OG0006563	3	0	0	0	3
OG0006564	1	2	0	0	3
OG0006565	3	0	0	0	3
OG0006566	3	0	0	0	3
OG0006567	3	0	0	0	3
OG0006568	3	0	0	0	3
OG0006569	3	0	0	0	3
OG0006570	3	0	0	0	3
OG0006571	2	1	0	0	3
OG0006572	3	0	0	0	3
OG0006573	3	0	0	0	3
OG0006574	3	0	0	0	3
OG0006575	3	0	0	0	3
OG0006576	3	0	0	0	3
OG0006577	3	0	0	0	3
OG0006578	3	0	0	0	3
OG0006579	2	1	0	0	3
OG0006580	3	0	0	0	3
OG0006581	3	0	0	0	3
OG0006582	3	0	0	0	3
OG0006583	3	0	0	0	3
OG0006584	3	0	0	0	3
OG0006585	3	0	0	0	3
OG0006586	2	1	0	0	3
OG0006587	1	0	0	2	3
OG0006588	3	0	0	0	3
OG0006589	2	1	0	0	3
OG0006590	3	0	0	0	3
OG0006591	3	0	0	0	3
OG0006592	3	0	0	0	3
OG0006593	3	0	0	0	3
OG0006594	3	0	0	0	3
OG0006595	3	0	0	0	3
OG0006596	2	1	0	0	3
OG0006597	3	0	0	0	3
OG0006598	3	0	0	0	3
OG0006599	3	0	0	0	3
OG0006600	2	1	0	0	3
OG0006601	3	0	0	0	3
OG0006602	3	0	0	0	3
OG0006603	2	1	0	0	3
OG0006604	2	1	0	0	3
OG0006605	3	0	0	0	3
OG0006606	3	0	0	0	3
OG0006607	3	0	0	0	3
OG0006608	3	0	0	0	3
OG0006609	3	0	0	0	3
OG0006610	2	1	0	0	3
OG0006611	2	1	0	0	3
OG0006612	1	2	0	0	3
OG0006613	3	0	0	0	3
OG0006614	3	0	0	0	3
OG0006615	3	0	0	0	3
OG0006616	3	0	0	0	3
OG0006617	3	0	0	0	3
OG0006618	3	0	0	0	3
OG0006619	3	0	0	0	3
OG0006620	3	0	0	0	3
OG0006621	3	0	0	0	3
OG0006622	3	0	0	0	3
OG0006623	2	0	0	1	3
OG0006624	3	0	0	0	3
OG0006625	3	0	0	0	3
OG0006626	3	0	0	0	3
OG0006627	3	0	0	0	3
OG0006628	3	0	0	0	3
OG0006629	2	1	0	0	3
OG0006630	2	1	0	0	3
OG0006631	3	0	0	0	3
OG0006632	3	0	0	0	3
OG0006633	3	0	0	0	3
OG0006634	3	0	0	0	3
OG0006635	2	1	0	0	3
OG0006636	2	1	0	0	3
OG0006637	3	0	0	0	3
OG0006638	3	0	0	0	3
OG0006639	3	0	0	0	3
OG0006640	3	0	0	0	3
OG0006641	3	0	0	0	3
OG0006642	2	1	0	0	3
OG0006643	3	0	0	0	3
OG0006644	3	0	0	0	3
OG0006645	3	0	0	0	3
OG0006646	3	0	0	0	3
OG0006647	3	0	0	0	3
OG0006648	3	0	0	0	3
OG0006649	3	0	0	0	3
OG0006650	3	0	0	0	3
OG0006651	3	0	0	0	3
OG0006652	3	0	0	0	3
OG0006653	2	0	0	1	3
OG0006654	3	0	0	0	3
OG0006655	3	0	0	0	3
OG0006656	3	0	0	0	3
OG0006657	3	0	0	0	3
OG0006658	3	0	0	0	3
OG0006659	3	0	0	0	3
OG0006660	2	1	0	0	3
OG0006661	3	0	0	0	3
OG0006662	3	0	0	0	3
OG0006663	3	0	0	0	3
OG0006664	2	1	0	0	3
OG0006665	1	1	0	1	3
OG0006666	3	0	0	0	3
OG0006667	2	1	0	0	3
OG0006668	3	0	0	0	3
OG0006669	3	0	0	0	3
OG0006670	3	0	0	0	3
OG0006671	2	1	0	0	3
OG0006672	2	1	0	0	3
OG0006673	3	0	0	0	3
OG0006674	3	0	0	0	3
OG0006675	3	0	0	0	3
OG0006676	3	0	0	0	3
OG0006677	3	0	0	0	3
OG0006678	3	0	0	0	3
OG0006679	2	1	0	0	3
OG0006680	3	0	0	0	3
OG0006681	3	0	0	0	3
OG0006682	3	0	0	0	3
OG0006683	2	1	0	0	3
OG0006684	3	0	0	0	3
OG0006685	3	0	0	0	3
OG0006686	3	0	0	0	3
OG0006687	3	0	0	0	3
OG0006688	3	0	0	0	3
OG0006689	3	0	0	0	3
OG0006690	2	1	0	0	3
OG0006691	3	0	0	0	3
OG0006692	3	0	0	0	3
OG0006693	3	0	0	0	3
OG0006694	2	1	0	0	3
OG0006695	3	0	0	0	3
OG0006696	3	0	0	0	3
OG0006697	3	0	0	0	3
OG0006698	3	0	0	0	3
OG0006699	3	0	0	0	3
OG0006700	2	0	0	1	3
OG0006701	2	1	0	0	3
OG0006702	3	0	0	0	3
OG0006703	3	0	0	0	3
OG0006704	3	0	0	0	3
OG0006705	3	0	0	0	3
OG0006706	3	0	0	0	3
OG0006707	3	0	0	0	3
OG0006708	3	0	0	0	3
OG0006709	3	0	0	0	3
OG0006710	3	0	0	0	3
OG0006711	3	0	0	0	3
OG0006712	2	1	0	0	3
OG0006713	1	2	0	0	3
OG0006714	2	1	0	0	3
OG0006715	3	0	0	0	3
OG0006716	3	0	0	0	3
OG0006717	3	0	0	0	3
OG0006718	3	0	0	0	3
OG0006719	3	0	0	0	3
OG0006720	3	0	0	0	3
OG0006721	3	0	0	0	3
OG0006722	2	1	0	0	3
OG0006723	3	0	0	0	3
OG0006724	3	0	0	0	3
OG0006725	2	1	0	0	3
OG0006726	3	0	0	0	3
OG0006727	2	0	0	1	3
OG0006728	2	1	0	0	3
OG0006729	3	0	0	0	3
OG0006730	3	0	0	0	3
OG0006731	3	0	0	0	3
OG0006732	2	1	0	0	3
OG0006733	3	0	0	0	3
OG0006734	3	0	0	0	3
OG0006735	3	0	0	0	3
OG0006736	2	1	0	0	3
OG0006737	2	1	0	0	3
OG0006738	2	1	0	0	3
OG0006739	2	1	0	0	3
OG0006740	3	0	0	0	3
OG0006741	3	0	0	0	3
OG0006742	3	0	0	0	3
OG0006743	3	0	0	0	3
OG0006744	3	0	0	0	3
OG0006745	3	0	0	0	3
OG0006746	2	1	0	0	3
OG0006747	2	1	0	0	3
OG0006748	3	0	0	0	3
OG0006749	3	0	0	0	3
OG0006750	3	0	0	0	3
OG0006751	3	0	0	0	3
OG0006752	2	1	0	0	3
OG0006753	3	0	0	0	3
OG0006754	3	0	0	0	3
OG0006755	3	0	0	0	3
OG0006756	3	0	0	0	3
OG0006757	3	0	0	0	3
OG0006758	3	0	0	0	3
OG0006759	2	1	0	0	3
OG0006760	3	0	0	0	3
OG0006761	3	0	0	0	3
OG0006762	2	1	0	0	3
OG0006763	3	0	0	0	3
OG0006764	3	0	0	0	3
OG0006765	3	0	0	0	3
OG0006766	2	1	0	0	3
OG0006767	3	0	0	0	3
OG0006768	2	1	0	0	3
OG0006769	3	0	0	0	3
OG0006770	3	0	0	0	3
OG0006771	3	0	0	0	3
OG0006772	3	0	0	0	3
OG0006773	2	1	0	0	3
OG0006774	3	0	0	0	3
OG0006775	3	0	0	0	3
OG0006776	3	0	0	0	3
OG0006777	3	0	0	0	3
OG0006778	3	0	0	0	3
OG0006779	2	1	0	0	3
OG0006780	3	0	0	0	3
OG0006781	3	0	0	0	3
OG0006782	3	0	0	0	3
OG0006783	2	1	0	0	3
OG0006784	3	0	0	0	3
OG0006785	3	0	0	0	3
OG0006786	3	0	0	0	3
OG0006787	3	0	0	0	3
OG0006788	3	0	0	0	3
OG0006789	3	0	0	0	3
OG0006790	3	0	0	0	3
OG0006791	3	0	0	0	3
OG0006792	3	0	0	0	3
OG0006793	2	1	0	0	3
OG0006794	2	1	0	0	3
OG0006795	3	0	0	0	3
OG0006796	3	0	0	0	3
OG0006797	3	0	0	0	3
OG0006798	2	1	0	0	3
OG0006799	3	0	0	0	3
OG0006800	2	1	0	0	3
OG0006801	2	1	0	0	3
OG0006802	3	0	0	0	3
OG0006803	2	1	0	0	3
OG0006804	3	0	0	0	3
OG0006805	3	0	0	0	3
OG0006806	3	0	0	0	3
OG0006807	3	0	0	0	3
OG0006808	3	0	0	0	3
OG0006809	3	0	0	0	3
OG0006810	3	0	0	0	3
OG0006811	3	0	0	0	3
OG0006812	3	0	0	0	3
OG0006813	3	0	0	0	3
OG0006814	3	0	0	0	3
OG0006815	3	0	0	0	3
OG0006816	3	0	0	0	3
OG0006817	2	1	0	0	3
OG0006818	3	0	0	0	3
OG0006819	3	0	0	0	3
OG0006820	3	0	0	0	3
OG0006821	2	1	0	0	3
OG0006822	2	1	0	0	3
OG0006823	3	0	0	0	3
OG0006824	3	0	0	0	3
OG0006825	3	0	0	0	3
OG0006826	3	0	0	0	3
OG0006827	3	0	0	0	3
OG0006828	3	0	0	0	3
OG0006829	2	1	0	0	3
OG0006830	3	0	0	0	3
OG0006831	3	0	0	0	3
OG0006832	3	0	0	0	3
OG0006833	3	0	0	0	3
OG0006834	3	0	0	0	3
OG0006835	3	0	0	0	3
OG0006836	3	0	0	0	3
OG0006837	3	0	0	0	3
OG0006838	3	0	0	0	3
OG0006839	3	0	0	0	3
OG0006840	3	0	0	0	3
OG0006841	3	0	0	0	3
OG0006842	2	1	0	0	3
OG0006843	3	0	0	0	3
OG0006844	2	1	0	0	3
OG0006845	2	1	0	0	3
OG0006846	3	0	0	0	3
OG0006847	3	0	0	0	3
OG0006848	3	0	0	0	3
OG0006849	3	0	0	0	3
OG0006850	3	0	0	0	3
OG0006851	3	0	0	0	3
OG0006852	3	0	0	0	3
OG0006853	3	0	0	0	3
OG0006854	3	0	0	0	3
OG0006855	2	1	0	0	3
OG0006856	3	0	0	0	3
OG0006857	2	1	0	0	3
OG0006858	3	0	0	0	3
OG0006859	3	0	0	0	3
OG0006860	3	0	0	0	3
OG0006861	2	0	0	1	3
OG0006862	3	0	0	0	3
OG0006863	3	0	0	0	3
OG0006864	3	0	0	0	3
OG0006865	3	0	0	0	3
OG0006866	3	0	0	0	3
OG0006867	3	0	0	0	3
OG0006868	2	1	0	0	3
OG0006869	3	0	0	0	3
OG0006870	3	0	0	0	3
OG0006871	3	0	0	0	3
OG0006872	3	0	0	0	3
OG0006873	3	0	0	0	3
OG0006874	2	1	0	0	3
OG0006875	2	1	0	0	3
OG0006876	3	0	0	0	3
OG0006877	3	0	0	0	3
OG0006878	3	0	0	0	3
OG0006879	3	0	0	0	3
OG0006880	2	1	0	0	3
OG0006881	2	1	0	0	3
OG0006882	1	2	0	0	3
OG0006883	3	0	0	0	3
OG0006884	3	0	0	0	3
OG0006885	3	0	0	0	3
OG0006886	3	0	0	0	3
OG0006887	3	0	0	0	3
OG0006888	3	0	0	0	3
OG0006889	3	0	0	0	3
OG0006890	3	0	0	0	3
OG0006891	3	0	0	0	3
OG0006892	2	1	0	0	3
OG0006893	3	0	0	0	3
OG0006894	3	0	0	0	3
OG0006895	3	0	0	0	3
OG0006896	3	0	0	0	3
OG0006897	3	0	0	0	3
OG0006898	3	0	0	0	3
OG0006899	2	1	0	0	3
OG0006900	3	0	0	0	3
OG0006901	3	0	0	0	3
OG0006902	3	0	0	0	3
OG0006903	3	0	0	0	3
OG0006904	3	0	0	0	3
OG0006905	3	0	0	0	3
OG0006906	3	0	0	0	3
OG0006907	3	0	0	0	3
OG0006908	3	0	0	0	3
OG0006909	3	0	0	0	3
OG0006910	3	0	0	0	3
OG0006911	3	0	0	0	3
OG0006912	2	1	0	0	3
OG0006913	2	1	0	0	3
OG0006914	3	0	0	0	3
OG0006915	3	0	0	0	3
OG0006916	3	0	0	0	3
OG0006917	3	0	0	0	3
OG0006918	3	0	0	0	3
OG0006919	3	0	0	0	3
OG0006920	2	0	0	1	3
OG0006921	3	0	0	0	3
OG0006922	3	0	0	0	3
OG0006923	3	0	0	0	3
OG0006924	3	0	0	0	3
OG0006925	3	0	0	0	3
OG0006926	3	0	0	0	3
OG0006927	3	0	0	0	3
OG0006928	3	0	0	0	3
OG0006929	2	1	0	0	3
OG0006930	3	0	0	0	3
OG0006931	2	1	0	0	3
OG0006932	3	0	0	0	3
OG0006933	3	0	0	0	3
OG0006934	3	0	0	0	3
OG0006935	3	0	0	0	3
OG0006936	3	0	0	0	3
OG0006937	3	0	0	0	3
OG0006938	3	0	0	0	3
OG0006939	3	0	0	0	3
OG0006940	3	0	0	0	3
OG0006941	3	0	0	0	3
OG0006942	3	0	0	0	3
OG0006943	3	0	0	0	3
OG0006944	1	2	0	0	3
OG0006945	3	0	0	0	3
OG0006946	2	1	0	0	3
OG0006947	3	0	0	0	3
OG0006948	3	0	0	0	3
OG0006949	3	0	0	0	3
OG0006950	2	1	0	0	3
OG0006951	3	0	0	0	3
OG0006952	3	0	0	0	3
OG0006953	3	0	0	0	3
OG0006954	3	0	0	0	3
OG0006955	3	0	0	0	3
OG0006956	3	0	0	0	3
OG0006957	3	0	0	0	3
OG0006958	3	0	0	0	3
OG0006959	2	1	0	0	3
OG0006960	3	0	0	0	3
OG0006961	1	2	0	0	3
OG0006962	3	0	0	0	3
OG0006963	3	0	0	0	3
OG0006964	2	1	0	0	3
OG0006965	3	0	0	0	3
OG0006966	3	0	0	0	3
OG0006967	3	0	0	0	3
OG0006968	3	0	0	0	3
OG0006969	2	1	0	0	3
OG0006970	3	0	0	0	3
OG0006971	3	0	0	0	3
OG0006972	3	0	0	0	3
OG0006973	2	1	0	0	3
OG0006974	3	0	0	0	3
OG0006975	3	0	0	0	3
OG0006976	3	0	0	0	3
OG0006977	3	0	0	0	3
OG0006978	3	0	0	0	3
OG0006979	3	0	0	0	3
OG0006980	3	0	0	0	3
OG0006981	3	0	0	0	3
OG0006982	3	0	0	0	3
OG0006983	3	0	0	0	3
OG0006984	3	0	0	0	3
OG0006985	3	0	0	0	3
OG0006986	3	0	0	0	3
OG0006987	3	0	0	0	3
OG0006988	3	0	0	0	3
OG0006989	3	0	0	0	3
OG0006990	1	2	0	0	3
OG0006991	2	1	0	0	3
OG0006992	3	0	0	0	3
OG0006993	3	0	0	0	3
OG0006994	3	0	0	0	3
OG0006995	3	0	0	0	3
OG0006996	3	0	0	0	3
OG0006997	3	0	0	0	3
OG0006998	1	0	2	0	3
OG0006999	3	0	0	0	3
OG0007000	3	0	0	0	3
OG0007001	3	0	0	0	3
OG0007002	1	0	2	0	3
OG0007003	3	0	0	0	3
OG0007004	3	0	0	0	3
OG0007005	3	0	0	0	3
OG0007006	2	1	0	0	3
OG0007007	3	0	0	0	3
OG0007008	3	0	0	0	3
OG0007009	2	1	0	0	3
OG0007010	3	0	0	0	3
OG0007011	3	0	0	0	3
OG0007012	3	0	0	0	3
OG0007013	3	0	0	0	3
OG0007014	3	0	0	0	3
OG0007015	2	1	0	0	3
OG0007016	3	0	0	0	3
OG0007017	3	0	0	0	3
OG0007018	3	0	0	0	3
OG0007019	3	0	0	0	3
OG0007020	2	1	0	0	3
OG0007021	3	0	0	0	3
OG0007022	3	0	0	0	3
OG0007023	2	1	0	0	3
OG0007024	3	0	0	0	3
OG0007025	3	0	0	0	3
OG0007026	3	0	0	0	3
OG0007027	3	0	0	0	3
OG0007028	3	0	0	0	3
OG0007029	3	0	0	0	3
OG0007030	3	0	0	0	3
OG0007031	2	1	0	0	3
OG0007032	3	0	0	0	3
OG0007033	3	0	0	0	3
OG0007034	3	0	0	0	3
OG0007035	3	0	0	0	3
OG0007036	1	2	0	0	3
OG0007037	3	0	0	0	3
OG0007038	3	0	0	0	3
OG0007039	2	1	0	0	3
OG0007040	3	0	0	0	3
OG0007041	3	0	0	0	3
OG0007042	3	0	0	0	3
OG0007043	3	0	0	0	3
OG0007044	3	0	0	0	3
OG0007045	2	1	0	0	3
OG0007046	3	0	0	0	3
OG0007047	3	0	0	0	3
OG0007048	2	1	0	0	3
OG0007049	2	1	0	0	3
OG0007050	3	0	0	0	3
OG0007051	2	1	0	0	3
OG0007052	3	0	0	0	3
OG0007053	2	1	0	0	3
OG0007054	3	0	0	0	3
OG0007055	3	0	0	0	3
OG0007056	3	0	0	0	3
OG0007057	3	0	0	0	3
OG0007058	2	1	0	0	3
OG0007059	3	0	0	0	3
OG0007060	3	0	0	0	3
OG0007061	3	0	0	0	3
OG0007062	3	0	0	0	3
OG0007063	3	0	0	0	3
OG0007064	3	0	0	0	3
OG0007065	3	0	0	0	3
OG0007066	2	1	0	0	3
OG0007067	3	0	0	0	3
OG0007068	1	2	0	0	3
OG0007069	3	0	0	0	3
OG0007070	3	0	0	0	3
OG0007071	3	0	0	0	3
OG0007072	3	0	0	0	3
OG0007073	3	0	0	0	3
OG0007074	2	1	0	0	3
OG0007075	3	0	0	0	3
OG0007076	3	0	0	0	3
OG0007077	2	1	0	0	3
OG0007078	2	1	0	0	3
OG0007079	2	1	0	0	3
OG0007080	3	0	0	0	3
OG0007081	3	0	0	0	3
OG0007082	3	0	0	0	3
OG0007083	3	0	0	0	3
OG0007084	3	0	0	0	3
OG0007085	3	0	0	0	3
OG0007086	2	1	0	0	3
OG0007087	2	1	0	0	3
OG0007088	3	0	0	0	3
OG0007089	3	0	0	0	3
OG0007090	3	0	0	0	3
OG0007091	3	0	0	0	3
OG0007092	3	0	0	0	3
OG0007093	3	0	0	0	3
OG0007094	3	0	0	0	3
OG0007095	3	0	0	0	3
OG0007096	2	1	0	0	3
OG0007097	3	0	0	0	3
OG0007098	2	0	1	0	3
OG0007099	3	0	0	0	3
OG0007100	3	0	0	0	3
OG0007101	3	0	0	0	3
OG0007102	2	1	0	0	3
OG0007103	3	0	0	0	3
OG0007104	3	0	0	0	3
