Orthogroup	C_sinensis_GCF_004153795.1_AHAU_CSS_1_protein	ptanmaker17.all.maker.proteins	uniprot-monotropa+hypopitys	uniprot-vaccinium+corymbosum	Total
OG0000857	17	0	0	0	17
OG0000858	17	0	0	0	17
OG0000859	17	0	0	0	17
OG0000860	17	0	0	0	17
OG0000861	17	0	0	0	17
OG0000862	17	0	0	0	17
OG0000863	17	0	0	0	17
OG0000864	17	0	0	0	17
OG0000865	17	0	0	0	17
OG0000866	17	0	0	0	17
OG0000867	17	0	0	0	17
OG0000868	17	0	0	0	17
OG0000869	17	0	0	0	17
OG0000870	16	1	0	0	17
OG0000871	16	1	0	0	17
OG0000872	17	0	0	0	17
OG0000873	17	0	0	0	17
OG0000874	17	0	0	0	17
OG0000875	17	0	0	0	17
OG0000876	16	1	0	0	17
OG0000877	17	0	0	0	17
OG0000878	17	0	0	0	17
OG0000879	17	0	0	0	17
OG0000880	17	0	0	0	17
OG0000881	17	0	0	0	17
OG0000882	17	0	0	0	17
OG0000883	17	0	0	0	17
OG0000884	17	0	0	0	17
OG0000885	17	0	0	0	17
OG0000886	17	0	0	0	17
OG0000887	17	0	0	0	17
OG0000888	17	0	0	0	17
OG0000889	17	0	0	0	17
OG0000890	17	0	0	0	17
OG0000891	17	0	0	0	17
OG0000892	17	0	0	0	17
OG0000893	17	0	0	0	17
OG0000894	17	0	0	0	17
OG0000895	17	0	0	0	17
OG0000896	17	0	0	0	17
OG0000897	15	2	0	0	17
OG0000898	17	0	0	0	17
OG0000899	17	0	0	0	17
OG0000900	17	0	0	0	17
OG0000901	17	0	0	0	17
OG0000902	17	0	0	0	17
OG0000903	17	0	0	0	17
OG0000904	17	0	0	0	17
OG0000905	17	0	0	0	17
OG0000906	17	0	0	0	17
OG0000907	1	16	0	0	17
OG0000908	1	16	0	0	17
OG0000909	0	17	0	0	17
OG0000910	0	17	0	0	17
OG0000911	0	17	0	0	17
OG0000912	0	17	0	0	17
OG0000913	0	17	0	0	17
OG0000914	0	17	0	0	17
OG0000915	0	17	0	0	17
OG0000916	0	17	0	0	17
OG0000917	0	17	0	0	17
OG0000918	16	0	0	0	16
OG0000919	16	0	0	0	16
OG0000920	16	0	0	0	16
OG0000921	16	0	0	0	16
OG0000922	16	0	0	0	16
OG0000923	16	0	0	0	16
OG0000924	16	0	0	0	16
OG0000925	14	1	0	1	16
OG0000926	16	0	0	0	16
OG0000927	16	0	0	0	16
OG0000928	16	0	0	0	16
OG0000929	16	0	0	0	16
OG0000930	16	0	0	0	16
OG0000931	16	0	0	0	16
OG0000932	16	0	0	0	16
OG0000933	14	1	0	1	16
OG0000934	16	0	0	0	16
OG0000935	16	0	0	0	16
OG0000936	16	0	0	0	16
OG0000937	16	0	0	0	16
OG0000938	16	0	0	0	16
OG0000939	16	0	0	0	16
OG0000940	16	0	0	0	16
OG0000941	16	0	0	0	16
OG0000942	16	0	0	0	16
OG0000943	16	0	0	0	16
OG0000944	16	0	0	0	16
OG0000945	16	0	0	0	16
OG0000946	16	0	0	0	16
OG0000947	16	0	0	0	16
OG0000948	16	0	0	0	16
OG0000949	16	0	0	0	16
OG0000950	15	1	0	0	16
OG0000951	16	0	0	0	16
OG0000952	16	0	0	0	16
OG0000953	16	0	0	0	16
OG0000954	16	0	0	0	16
OG0000955	16	0	0	0	16
OG0000956	16	0	0	0	16
OG0000957	16	0	0	0	16
OG0000958	16	0	0	0	16
OG0000959	16	0	0	0	16
OG0000960	16	0	0	0	16
OG0000961	16	0	0	0	16
OG0000962	1	15	0	0	16
OG0000963	15	1	0	0	16
OG0000964	16	0	0	0	16
OG0000965	16	0	0	0	16
OG0000966	16	0	0	0	16
OG0000967	16	0	0	0	16
OG0000968	16	0	0	0	16
OG0000969	12	1	3	0	16
OG0000970	16	0	0	0	16
OG0000971	16	0	0	0	16
OG0000972	16	0	0	0	16
OG0000973	16	0	0	0	16
OG0000974	16	0	0	0	16
OG0000975	16	0	0	0	16
OG0000976	16	0	0	0	16
OG0000977	16	0	0	0	16
OG0000978	16	0	0	0	16
OG0000979	16	0	0	0	16
OG0000980	15	1	0	0	16
OG0000981	16	0	0	0	16
OG0000982	16	0	0	0	16
OG0000983	15	1	0	0	16
OG0000984	16	0	0	0	16
OG0000985	16	0	0	0	16
OG0000986	15	1	0	0	16
OG0000987	16	0	0	0	16
OG0000988	16	0	0	0	16
OG0000989	15	1	0	0	16
OG0000990	16	0	0	0	16
OG0000991	16	0	0	0	16
OG0000992	16	0	0	0	16
OG0000993	16	0	0	0	16
OG0000994	16	0	0	0	16
OG0000995	16	0	0	0	16
OG0000996	16	0	0	0	16
OG0000997	16	0	0	0	16
OG0000998	16	0	0	0	16
OG0000999	16	0	0	0	16
OG0001000	16	0	0	0	16
OG0001001	1	15	0	0	16
OG0001002	1	15	0	0	16
OG0001003	16	0	0	0	16
OG0001004	16	0	0	0	16
OG0001005	16	0	0	0	16
OG0001006	15	1	0	0	16
OG0001007	16	0	0	0	16
OG0001008	1	15	0	0	16
OG0001009	16	0	0	0	16
OG0001010	16	0	0	0	16
OG0001011	0	16	0	0	16
OG0001012	0	16	0	0	16
OG0001013	0	16	0	0	16
OG0001014	0	16	0	0	16
OG0001015	0	16	0	0	16
OG0001016	15	0	0	0	15
OG0001017	15	0	0	0	15
OG0001018	15	0	0	0	15
OG0001019	15	0	0	0	15
OG0001020	15	0	0	0	15
OG0001021	15	0	0	0	15
OG0001022	15	0	0	0	15
OG0001023	15	0	0	0	15
OG0001024	15	0	0	0	15
OG0001025	15	0	0	0	15
OG0001026	15	0	0	0	15
OG0001027	15	0	0	0	15
OG0001028	15	0	0	0	15
OG0001029	15	0	0	0	15
OG0001030	15	0	0	0	15
OG0001031	15	0	0	0	15
OG0001032	15	0	0	0	15
OG0001033	15	0	0	0	15
OG0001034	15	0	0	0	15
OG0001035	15	0	0	0	15
OG0001036	15	0	0	0	15
OG0001037	15	0	0	0	15
OG0001038	15	0	0	0	15
OG0001039	15	0	0	0	15
OG0001040	15	0	0	0	15
OG0001041	14	1	0	0	15
OG0001042	15	0	0	0	15
OG0001043	15	0	0	0	15
OG0001044	15	0	0	0	15
OG0001045	15	0	0	0	15
OG0001046	15	0	0	0	15
OG0001047	1	14	0	0	15
OG0001048	15	0	0	0	15
OG0001049	15	0	0	0	15
OG0001050	15	0	0	0	15
OG0001051	15	0	0	0	15
OG0001052	15	0	0	0	15
OG0001053	15	0	0	0	15
OG0001054	15	0	0	0	15
OG0001055	15	0	0	0	15
OG0001056	15	0	0	0	15
OG0001057	15	0	0	0	15
OG0001058	15	0	0	0	15
OG0001059	15	0	0	0	15
OG0001060	15	0	0	0	15
OG0001061	15	0	0	0	15
OG0001062	15	0	0	0	15
OG0001063	15	0	0	0	15
OG0001064	15	0	0	0	15
OG0001065	15	0	0	0	15
OG0001066	15	0	0	0	15
OG0001067	15	0	0	0	15
OG0001068	15	0	0	0	15
OG0001069	15	0	0	0	15
OG0001070	15	0	0	0	15
OG0001071	2	13	0	0	15
OG0001072	13	2	0	0	15
OG0001073	15	0	0	0	15
OG0001074	15	0	0	0	15
OG0001075	15	0	0	0	15
OG0001076	15	0	0	0	15
OG0001077	15	0	0	0	15
OG0001078	15	0	0	0	15
OG0001079	15	0	0	0	15
OG0001080	15	0	0	0	15
OG0001081	14	1	0	0	15
OG0001082	15	0	0	0	15
OG0001083	15	0	0	0	15
OG0001084	15	0	0	0	15
OG0001085	15	0	0	0	15
OG0001086	15	0	0	0	15
OG0001087	15	0	0	0	15
OG0001088	15	0	0	0	15
OG0001089	15	0	0	0	15
OG0001090	15	0	0	0	15
OG0001091	15	0	0	0	15
OG0001092	15	0	0	0	15
OG0001093	15	0	0	0	15
OG0001094	15	0	0	0	15
OG0001095	14	1	0	0	15
OG0001096	15	0	0	0	15
OG0001097	15	0	0	0	15
OG0001098	1	14	0	0	15
OG0001099	15	0	0	0	15
OG0001100	15	0	0	0	15
OG0001101	14	1	0	0	15
OG0001102	1	14	0	0	15
OG0001103	15	0	0	0	15
OG0001104	15	0	0	0	15
OG0001105	1	14	0	0	15
OG0001106	1	14	0	0	15
OG0001107	15	0	0	0	15
OG0001108	15	0	0	0	15
OG0001109	1	14	0	0	15
OG0001110	15	0	0	0	15
OG0001111	15	0	0	0	15
OG0001112	1	14	0	0	15
OG0001113	0	15	0	0	15
OG0001114	0	15	0	0	15
OG0001115	0	15	0	0	15
OG0001116	0	15	0	0	15
OG0001117	0	15	0	0	15
OG0001118	0	15	0	0	15
OG0001119	0	15	0	0	15
OG0001120	0	15	0	0	15
OG0001121	14	0	0	0	14
OG0001122	14	0	0	0	14
OG0001123	14	0	0	0	14
OG0001124	14	0	0	0	14
OG0001125	14	0	0	0	14
OG0001126	14	0	0	0	14
OG0001127	14	0	0	0	14
OG0001128	13	1	0	0	14
OG0001129	13	1	0	0	14
OG0001130	14	0	0	0	14
OG0001131	14	0	0	0	14
OG0001132	14	0	0	0	14
OG0001133	14	0	0	0	14
OG0001134	14	0	0	0	14
OG0001135	14	0	0	0	14
OG0001136	14	0	0	0	14
OG0001137	14	0	0	0	14
OG0001138	13	1	0	0	14
OG0001139	14	0	0	0	14
OG0001140	14	0	0	0	14
OG0001141	14	0	0	0	14
OG0001142	14	0	0	0	14
OG0001143	14	0	0	0	14
OG0001144	13	1	0	0	14
OG0001145	14	0	0	0	14
OG0001146	14	0	0	0	14
OG0001147	14	0	0	0	14
OG0001148	14	0	0	0	14
OG0001149	13	1	0	0	14
OG0001150	14	0	0	0	14
OG0001151	14	0	0	0	14
OG0001152	14	0	0	0	14
OG0001153	14	0	0	0	14
OG0001154	14	0	0	0	14
OG0001155	14	0	0	0	14
OG0001156	14	0	0	0	14
OG0001157	14	0	0	0	14
OG0001158	14	0	0	0	14
OG0001159	14	0	0	0	14
OG0001160	14	0	0	0	14
OG0001161	14	0	0	0	14
OG0001162	12	2	0	0	14
OG0001163	14	0	0	0	14
OG0001164	13	1	0	0	14
OG0001165	14	0	0	0	14
OG0001166	14	0	0	0	14
OG0001167	14	0	0	0	14
OG0001168	14	0	0	0	14
OG0001169	14	0	0	0	14
OG0001170	14	0	0	0	14
OG0001171	14	0	0	0	14
OG0001172	14	0	0	0	14
OG0001173	14	0	0	0	14
OG0001174	14	0	0	0	14
OG0001175	14	0	0	0	14
OG0001176	14	0	0	0	14
OG0001177	14	0	0	0	14
OG0001178	13	1	0	0	14
OG0001179	14	0	0	0	14
OG0001180	13	1	0	0	14
OG0001181	14	0	0	0	14
OG0001182	14	0	0	0	14
OG0001183	14	0	0	0	14
OG0001184	14	0	0	0	14
OG0001185	14	0	0	0	14
OG0001186	14	0	0	0	14
OG0001187	14	0	0	0	14
OG0001188	14	0	0	0	14
OG0001189	14	0	0	0	14
OG0001190	14	0	0	0	14
OG0001191	14	0	0	0	14
OG0001192	14	0	0	0	14
OG0001193	14	0	0	0	14
OG0001194	14	0	0	0	14
OG0001195	14	0	0	0	14
OG0001196	14	0	0	0	14
OG0001197	14	0	0	0	14
OG0001198	14	0	0	0	14
OG0001199	14	0	0	0	14
OG0001200	13	1	0	0	14
OG0001201	12	2	0	0	14
OG0001202	13	1	0	0	14
OG0001203	14	0	0	0	14
OG0001204	13	1	0	0	14
OG0001205	13	1	0	0	14
OG0001206	1	13	0	0	14
OG0001207	14	0	0	0	14
OG0001208	14	0	0	0	14
OG0001209	14	0	0	0	14
OG0001210	14	0	0	0	14
OG0001211	14	0	0	0	14
OG0001212	14	0	0	0	14
OG0001213	14	0	0	0	14
OG0001214	14	0	0	0	14
OG0001215	13	1	0	0	14
OG0001216	14	0	0	0	14
OG0001217	14	0	0	0	14
OG0001218	14	0	0	0	14
OG0001219	13	1	0	0	14
OG0001220	14	0	0	0	14
OG0001221	14	0	0	0	14
OG0001222	14	0	0	0	14
OG0001223	14	0	0	0	14
OG0001224	13	1	0	0	14
OG0001225	13	1	0	0	14
OG0001226	14	0	0	0	14
OG0001227	14	0	0	0	14
OG0001228	14	0	0	0	14
OG0001229	14	0	0	0	14
OG0001230	14	0	0	0	14
OG0001231	14	0	0	0	14
OG0001232	14	0	0	0	14
OG0001233	2	12	0	0	14
OG0001234	0	14	0	0	14
OG0001235	0	14	0	0	14
OG0001236	0	14	0	0	14
OG0001237	0	14	0	0	14
OG0001238	0	14	0	0	14
OG0001239	0	14	0	0	14
OG0001240	0	14	0	0	14
OG0001241	0	14	0	0	14
OG0001242	0	14	0	0	14
OG0001243	0	14	0	0	14
OG0001244	13	0	0	0	13
OG0001245	12	1	0	0	13
OG0001246	12	1	0	0	13
OG0001247	13	0	0	0	13
OG0001248	13	0	0	0	13
OG0001249	13	0	0	0	13
OG0001250	13	0	0	0	13
OG0001251	13	0	0	0	13
OG0001252	12	1	0	0	13
OG0001253	12	1	0	0	13
OG0001254	11	1	0	1	13
OG0001255	12	1	0	0	13
OG0001256	13	0	0	0	13
OG0001257	12	1	0	0	13
OG0001258	12	1	0	0	13
OG0001259	13	0	0	0	13
OG0001260	13	0	0	0	13
OG0001261	13	0	0	0	13
OG0001262	13	0	0	0	13
OG0001263	13	0	0	0	13
OG0001264	13	0	0	0	13
OG0001265	13	0	0	0	13
OG0001266	13	0	0	0	13
OG0001267	13	0	0	0	13
OG0001268	13	0	0	0	13
OG0001269	13	0	0	0	13
OG0001270	13	0	0	0	13
OG0001271	13	0	0	0	13
OG0001272	13	0	0	0	13
OG0001273	13	0	0	0	13
OG0001274	12	1	0	0	13
OG0001275	13	0	0	0	13
OG0001276	13	0	0	0	13
OG0001277	13	0	0	0	13
OG0001278	13	0	0	0	13
OG0001279	13	0	0	0	13
OG0001280	8	5	0	0	13
OG0001281	13	0	0	0	13
OG0001282	13	0	0	0	13
OG0001283	13	0	0	0	13
OG0001284	13	0	0	0	13
OG0001285	13	0	0	0	13
OG0001286	13	0	0	0	13
OG0001287	13	0	0	0	13
OG0001288	13	0	0	0	13
OG0001289	12	1	0	0	13
OG0001290	13	0	0	0	13
OG0001291	13	0	0	0	13
OG0001292	13	0	0	0	13
OG0001293	13	0	0	0	13
OG0001294	13	0	0	0	13
OG0001295	13	0	0	0	13
OG0001296	13	0	0	0	13
OG0001297	12	1	0	0	13
OG0001298	12	1	0	0	13
OG0001299	13	0	0	0	13
OG0001300	13	0	0	0	13
OG0001301	12	1	0	0	13
OG0001302	12	1	0	0	13
OG0001303	13	0	0	0	13
OG0001304	12	1	0	0	13
OG0001305	13	0	0	0	13
OG0001306	13	0	0	0	13
OG0001307	13	0	0	0	13
OG0001308	13	0	0	0	13
OG0001309	13	0	0	0	13
OG0001310	13	0	0	0	13
OG0001311	13	0	0	0	13
OG0001312	13	0	0	0	13
OG0001313	13	0	0	0	13
OG0001314	13	0	0	0	13
OG0001315	13	0	0	0	13
OG0001316	13	0	0	0	13
OG0001317	13	0	0	0	13
OG0001318	13	0	0	0	13
OG0001319	13	0	0	0	13
OG0001320	13	0	0	0	13
OG0001321	13	0	0	0	13
OG0001322	13	0	0	0	13
OG0001323	13	0	0	0	13
OG0001324	13	0	0	0	13
OG0001325	13	0	0	0	13
OG0001326	13	0	0	0	13
OG0001327	13	0	0	0	13
OG0001328	13	0	0	0	13
OG0001329	13	0	0	0	13
OG0001330	13	0	0	0	13
OG0001331	13	0	0	0	13
OG0001332	13	0	0	0	13
OG0001333	9	4	0	0	13
OG0001334	13	0	0	0	13
OG0001335	13	0	0	0	13
OG0001336	13	0	0	0	13
OG0001337	13	0	0	0	13
OG0001338	13	0	0	0	13
OG0001339	13	0	0	0	13
OG0001340	13	0	0	0	13
OG0001341	13	0	0	0	13
OG0001342	13	0	0	0	13
OG0001343	13	0	0	0	13
OG0001344	13	0	0	0	13
OG0001345	12	1	0	0	13
OG0001346	13	0	0	0	13
OG0001347	1	12	0	0	13
OG0001348	13	0	0	0	13
OG0001349	13	0	0	0	13
OG0001350	13	0	0	0	13
OG0001351	13	0	0	0	13
OG0001352	13	0	0	0	13
OG0001353	13	0	0	0	13
OG0001354	12	1	0	0	13
OG0001355	12	1	0	0	13
OG0001356	13	0	0	0	13
OG0001357	13	0	0	0	13
OG0001358	1	10	2	0	13
OG0001359	0	2	4	7	13
OG0001360	0	13	0	0	13
OG0001361	0	13	0	0	13
OG0001362	0	13	0	0	13
OG0001363	0	13	0	0	13
OG0001364	0	13	0	0	13
OG0001365	0	13	0	0	13
OG0001366	0	13	0	0	13
OG0001367	0	13	0	0	13
OG0001368	0	13	0	0	13
OG0001369	11	1	0	0	12
OG0001370	12	0	0	0	12
OG0001371	12	0	0	0	12
OG0001372	12	0	0	0	12
OG0001373	12	0	0	0	12
OG0001374	12	0	0	0	12
OG0001375	12	0	0	0	12
OG0001376	12	0	0	0	12
OG0001377	12	0	0	0	12
OG0001378	12	0	0	0	12
OG0001379	12	0	0	0	12
OG0001380	12	0	0	0	12
OG0001381	12	0	0	0	12
OG0001382	12	0	0	0	12
OG0001383	11	1	0	0	12
OG0001384	12	0	0	0	12
OG0001385	12	0	0	0	12
OG0001386	11	1	0	0	12
OG0001387	12	0	0	0	12
OG0001388	12	0	0	0	12
OG0001389	12	0	0	0	12
OG0001390	12	0	0	0	12
OG0001391	12	0	0	0	12
OG0001392	12	0	0	0	12
OG0001393	12	0	0	0	12
OG0001394	12	0	0	0	12
OG0001395	11	1	0	0	12
OG0001396	12	0	0	0	12
OG0001397	12	0	0	0	12
OG0001398	12	0	0	0	12
OG0001399	12	0	0	0	12
OG0001400	11	1	0	0	12
OG0001401	10	2	0	0	12
OG0001402	12	0	0	0	12
OG0001403	12	0	0	0	12
OG0001404	12	0	0	0	12
OG0001405	12	0	0	0	12
OG0001406	12	0	0	0	12
OG0001407	11	1	0	0	12
OG0001408	12	0	0	0	12
OG0001409	11	1	0	0	12
OG0001410	12	0	0	0	12
OG0001411	12	0	0	0	12
OG0001412	12	0	0	0	12
OG0001413	12	0	0	0	12
OG0001414	12	0	0	0	12
OG0001415	11	1	0	0	12
OG0001416	10	1	0	1	12
OG0001417	12	0	0	0	12
OG0001418	12	0	0	0	12
OG0001419	12	0	0	0	12
OG0001420	12	0	0	0	12
OG0001421	12	0	0	0	12
OG0001422	12	0	0	0	12
OG0001423	12	0	0	0	12
OG0001424	12	0	0	0	12
OG0001425	12	0	0	0	12
OG0001426	12	0	0	0	12
OG0001427	12	0	0	0	12
OG0001428	12	0	0	0	12
OG0001429	12	0	0	0	12
OG0001430	12	0	0	0	12
OG0001431	12	0	0	0	12
OG0001432	12	0	0	0	12
OG0001433	12	0	0	0	12
OG0001434	12	0	0	0	12
OG0001435	12	0	0	0	12
OG0001436	11	1	0	0	12
OG0001437	12	0	0	0	12
OG0001438	12	0	0	0	12
OG0001439	12	0	0	0	12
OG0001440	12	0	0	0	12
OG0001441	12	0	0	0	12
OG0001442	12	0	0	0	12
OG0001443	12	0	0	0	12
OG0001444	12	0	0	0	12
OG0001445	12	0	0	0	12
OG0001446	12	0	0	0	12
OG0001447	12	0	0	0	12
OG0001448	12	0	0	0	12
OG0001449	12	0	0	0	12
OG0001450	12	0	0	0	12
OG0001451	12	0	0	0	12
OG0001452	12	0	0	0	12
OG0001453	12	0	0	0	12
OG0001454	12	0	0	0	12
OG0001455	12	0	0	0	12
OG0001456	5	7	0	0	12
OG0001457	12	0	0	0	12
OG0001458	10	2	0	0	12
OG0001459	10	2	0	0	12
OG0001460	11	1	0	0	12
OG0001461	12	0	0	0	12
OG0001462	12	0	0	0	12
OG0001463	12	0	0	0	12
OG0001464	12	0	0	0	12
OG0001465	12	0	0	0	12
OG0001466	12	0	0	0	12
OG0001467	12	0	0	0	12
OG0001468	12	0	0	0	12
OG0001469	12	0	0	0	12
OG0001470	12	0	0	0	12
OG0001471	12	0	0	0	12
OG0001472	12	0	0	0	12
OG0001473	10	0	0	2	12
OG0001474	12	0	0	0	12
OG0001475	12	0	0	0	12
OG0001476	12	0	0	0	12
OG0001477	12	0	0	0	12
OG0001478	12	0	0	0	12
OG0001479	12	0	0	0	12
OG0001480	12	0	0	0	12
OG0001481	12	0	0	0	12
OG0001482	12	0	0	0	12
OG0001483	12	0	0	0	12
OG0001484	12	0	0	0	12
OG0001485	12	0	0	0	12
OG0001486	12	0	0	0	12
OG0001487	12	0	0	0	12
OG0001488	12	0	0	0	12
OG0001489	12	0	0	0	12
OG0001490	12	0	0	0	12
OG0001491	12	0	0	0	12
OG0001492	12	0	0	0	12
OG0001493	12	0	0	0	12
OG0001494	12	0	0	0	12
OG0001495	12	0	0	0	12
OG0001496	12	0	0	0	12
OG0001497	12	0	0	0	12
OG0001498	12	0	0	0	12
OG0001499	12	0	0	0	12
OG0001500	12	0	0	0	12
OG0001501	12	0	0	0	12
OG0001502	12	0	0	0	12
OG0001503	12	0	0	0	12
OG0001504	12	0	0	0	12
OG0001505	11	1	0	0	12
OG0001506	12	0	0	0	12
OG0001507	12	0	0	0	12
OG0001508	9	3	0	0	12
OG0001509	12	0	0	0	12
OG0001510	12	0	0	0	12
OG0001511	12	0	0	0	12
OG0001512	12	0	0	0	12
OG0001513	12	0	0	0	12
OG0001514	12	0	0	0	12
OG0001515	12	0	0	0	12
OG0001516	12	0	0	0	12
OG0001517	10	2	0	0	12
OG0001518	12	0	0	0	12
OG0001519	12	0	0	0	12
OG0001520	12	0	0	0	12
OG0001521	12	0	0	0	12
OG0001522	12	0	0	0	12
OG0001523	12	0	0	0	12
OG0001524	12	0	0	0	12
OG0001525	11	1	0	0	12
OG0001526	12	0	0	0	12
OG0001527	12	0	0	0	12
OG0001528	11	1	0	0	12
OG0001529	12	0	0	0	12
OG0001530	11	1	0	0	12
OG0001531	11	1	0	0	12
OG0001532	12	0	0	0	12
OG0001533	12	0	0	0	12
OG0001534	12	0	0	0	12
OG0001535	4	8	0	0	12
OG0001536	12	0	0	0	12
OG0001537	12	0	0	0	12
OG0001538	12	0	0	0	12
OG0001539	12	0	0	0	12
OG0001540	12	0	0	0	12
OG0001541	11	1	0	0	12
OG0001542	12	0	0	0	12
OG0001543	12	0	0	0	12
OG0001544	12	0	0	0	12
OG0001545	12	0	0	0	12
OG0001546	11	1	0	0	12
OG0001547	11	1	0	0	12
OG0001548	12	0	0	0	12
OG0001549	12	0	0	0	12
OG0001550	12	0	0	0	12
OG0001551	12	0	0	0	12
OG0001552	12	0	0	0	12
OG0001553	12	0	0	0	12
OG0001554	12	0	0	0	12
OG0001555	11	1	0	0	12
OG0001556	12	0	0	0	12
OG0001557	12	0	0	0	12
OG0001558	2	10	0	0	12
OG0001559	1	11	0	0	12
OG0001560	11	1	0	0	12
OG0001561	12	0	0	0	12
OG0001562	12	0	0	0	12
OG0001563	12	0	0	0	12
OG0001564	12	0	0	0	12
OG0001565	12	0	0	0	12
OG0001566	12	0	0	0	12
OG0001567	12	0	0	0	12
OG0001568	1	11	0	0	12
OG0001569	12	0	0	0	12
OG0001570	12	0	0	0	12
OG0001571	1	11	0	0	12
OG0001572	12	0	0	0	12
OG0001573	1	8	3	0	12
OG0001574	0	12	0	0	12
OG0001575	0	12	0	0	12
OG0001576	0	12	0	0	12
OG0001577	0	12	0	0	12
OG0001578	0	12	0	0	12
OG0001579	0	12	0	0	12
OG0001580	0	12	0	0	12
OG0001581	0	12	0	0	12
OG0001582	0	12	0	0	12
OG0001583	0	12	0	0	12
OG0001584	0	12	0	0	12
OG0001585	0	12	0	0	12
OG0001586	0	12	0	0	12
OG0001587	11	0	0	0	11
OG0001588	11	0	0	0	11
OG0001589	11	0	0	0	11
OG0001590	10	1	0	0	11
OG0001591	11	0	0	0	11
OG0001592	11	0	0	0	11
OG0001593	11	0	0	0	11
OG0001594	11	0	0	0	11
OG0001595	11	0	0	0	11
OG0001596	11	0	0	0	11
OG0001597	10	1	0	0	11
OG0001598	11	0	0	0	11
OG0001599	11	0	0	0	11
OG0001600	11	0	0	0	11
OG0001601	11	0	0	0	11
OG0001602	11	0	0	0	11
OG0001603	11	0	0	0	11
OG0001604	11	0	0	0	11
OG0001605	11	0	0	0	11
OG0001606	11	0	0	0	11
OG0001607	11	0	0	0	11
OG0001608	11	0	0	0	11
OG0001609	10	1	0	0	11
OG0001610	11	0	0	0	11
OG0001611	10	1	0	0	11
OG0001612	11	0	0	0	11
OG0001613	11	0	0	0	11
OG0001614	11	0	0	0	11
OG0001615	11	0	0	0	11
OG0001616	11	0	0	0	11
OG0001617	11	0	0	0	11
OG0001618	11	0	0	0	11
OG0001619	11	0	0	0	11
OG0001620	11	0	0	0	11
OG0001621	11	0	0	0	11
OG0001622	11	0	0	0	11
OG0001623	10	1	0	0	11
OG0001624	11	0	0	0	11
OG0001625	9	2	0	0	11
OG0001626	11	0	0	0	11
OG0001627	11	0	0	0	11
OG0001628	11	0	0	0	11
OG0001629	11	0	0	0	11
OG0001630	11	0	0	0	11
OG0001631	11	0	0	0	11
OG0001632	11	0	0	0	11
OG0001633	11	0	0	0	11
OG0001634	11	0	0	0	11
OG0001635	11	0	0	0	11
OG0001636	11	0	0	0	11
OG0001637	11	0	0	0	11
OG0001638	11	0	0	0	11
OG0001639	11	0	0	0	11
OG0001640	11	0	0	0	11
OG0001641	11	0	0	0	11
OG0001642	11	0	0	0	11
OG0001643	11	0	0	0	11
OG0001644	11	0	0	0	11
OG0001645	11	0	0	0	11
OG0001646	11	0	0	0	11
OG0001647	11	0	0	0	11
OG0001648	11	0	0	0	11
OG0001649	11	0	0	0	11
OG0001650	11	0	0	0	11
OG0001651	11	0	0	0	11
OG0001652	11	0	0	0	11
OG0001653	11	0	0	0	11
OG0001654	11	0	0	0	11
OG0001655	11	0	0	0	11
OG0001656	11	0	0	0	11
OG0001657	11	0	0	0	11
OG0001658	11	0	0	0	11
OG0001659	11	0	0	0	11
OG0001660	11	0	0	0	11
OG0001661	11	0	0	0	11
OG0001662	11	0	0	0	11
OG0001663	11	0	0	0	11
OG0001664	11	0	0	0	11
OG0001665	11	0	0	0	11
OG0001666	11	0	0	0	11
OG0001667	11	0	0	0	11
OG0001668	11	0	0	0	11
OG0001669	11	0	0	0	11
OG0001670	11	0	0	0	11
OG0001671	11	0	0	0	11
OG0001672	11	0	0	0	11
OG0001673	11	0	0	0	11
OG0001674	11	0	0	0	11
OG0001675	11	0	0	0	11
OG0001676	11	0	0	0	11
OG0001677	11	0	0	0	11
OG0001678	11	0	0	0	11
OG0001679	1	10	0	0	11
OG0001680	11	0	0	0	11
OG0001681	11	0	0	0	11
OG0001682	10	1	0	0	11
OG0001683	11	0	0	0	11
OG0001684	11	0	0	0	11
OG0001685	10	1	0	0	11
OG0001686	11	0	0	0	11
OG0001687	11	0	0	0	11
OG0001688	11	0	0	0	11
OG0001689	11	0	0	0	11
OG0001690	11	0	0	0	11
OG0001691	11	0	0	0	11
OG0001692	11	0	0	0	11
OG0001693	11	0	0	0	11
OG0001694	11	0	0	0	11
OG0001695	11	0	0	0	11
OG0001696	11	0	0	0	11
OG0001697	11	0	0	0	11
OG0001698	11	0	0	0	11
OG0001699	11	0	0	0	11
OG0001700	11	0	0	0	11
OG0001701	11	0	0	0	11
OG0001702	11	0	0	0	11
OG0001703	11	0	0	0	11
OG0001704	11	0	0	0	11
OG0001705	11	0	0	0	11
OG0001706	11	0	0	0	11
OG0001707	11	0	0	0	11
OG0001708	11	0	0	0	11
OG0001709	11	0	0	0	11
OG0001710	11	0	0	0	11
OG0001711	10	1	0	0	11
OG0001712	11	0	0	0	11
OG0001713	11	0	0	0	11
OG0001714	11	0	0	0	11
OG0001715	11	0	0	0	11
OG0001716	11	0	0	0	11
OG0001717	11	0	0	0	11
OG0001718	11	0	0	0	11
OG0001719	11	0	0	0	11
OG0001720	11	0	0	0	11
OG0001721	11	0	0	0	11
OG0001722	11	0	0	0	11
OG0001723	11	0	0	0	11
OG0001724	10	1	0	0	11
OG0001725	10	1	0	0	11
